grafana  | ✔ Downloaded and extracted grafana-opensearch-datasource v2.24.0 zip successfully to /var/lib/grafana/plugins/grafana-opensearch-datasource
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.225210712Z level=info msg="Executing migration" id="drop table resource_history"
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.225248921Z level=info msg="Migration successfully executed" id="drop table resource_history" duration=38.542µs
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.226235962Z level=info msg="Executing migration" id="create table resource_history"
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.226651421Z level=info msg="Migration successfully executed" id="create table resource_history" duration=415.417µs
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.227580087Z level=info msg="Executing migration" id="create table resource_history, index: 0"
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.228061796Z level=info msg="Migration successfully executed" id="create table resource_history, index: 0" duration=481.667µs
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.230891504Z level=info msg="Executing migration" id="create table resource_history, index: 1"
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.231805087Z level=info msg="Migration successfully executed" id="create table resource_history, index: 1" duration=913.542µs
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.232796712Z level=info msg="Executing migration" id="drop table resource_version"
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.232828754Z level=info msg="Migration successfully executed" id="drop table resource_version" duration=32.292µs
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.233924171Z level=info msg="Executing migration" id="create table resource_version"
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.234278921Z level=info msg="Migration successfully executed" id="create table resource_version" duration=354.75µs
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.236408629Z level=info msg="Executing migration" id="create table resource_version, index: 0"
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.236874171Z level=info msg="Migration successfully executed" id="create table resource_version, index: 0" duration=470.292µs
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.237799546Z level=info msg="Executing migration" id="drop table resource_blob"
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.237826629Z level=info msg="Migration successfully executed" id="drop table resource_blob" duration=27.25µs
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.238656587Z level=info msg="Executing migration" id="create table resource_blob"
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.239134421Z level=info msg="Migration successfully executed" id="create table resource_blob" duration=477.75µs
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.240015004Z level=info msg="Executing migration" id="create table resource_blob, index: 0"
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.240548337Z level=info msg="Migration successfully executed" id="create table resource_blob, index: 0" duration=535.042µs
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.241902629Z level=info msg="Executing migration" id="create table resource_blob, index: 1"
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.242447962Z level=info msg="Migration successfully executed" id="create table resource_blob, index: 1" duration=545.5µs
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.243476254Z level=info msg="Executing migration" id="Add column previous_resource_version in resource_history"
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.247917254Z level=info msg="Migration successfully executed" id="Add column previous_resource_version in resource_history" duration=4.43975ms
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.249026546Z level=info msg="Executing migration" id="Add column previous_resource_version in resource"
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.253187421Z level=info msg="Migration successfully executed" id="Add column previous_resource_version in resource" duration=4.159958ms
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.254518462Z level=info msg="Executing migration" id="Add index to resource_history for polling"
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.255259962Z level=info msg="Migration successfully executed" id="Add index to resource_history for polling" duration=745.333µs
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.258318254Z level=info msg="Executing migration" id="Add index to resource for loading"
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.258885379Z level=info msg="Migration successfully executed" id="Add index to resource for loading" duration=567.375µs
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.260831962Z level=info msg="Executing migration" id="Add column folder in resource_history"
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.265410296Z level=info msg="Migration successfully executed" id="Add column folder in resource_history" duration=4.579333ms
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.266895129Z level=info msg="Executing migration" id="Add column folder in resource"
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.271173129Z level=info msg="Migration successfully executed" id="Add column folder in resource" duration=4.277667ms
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.272286004Z level=info msg="migrations completed" performed=22 skipped=0 duration=62.461792ms
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.272653546Z level=info msg="Unlocking database"
grafana  | logger=query_data t=2025-04-11T12:35:51.296783629Z level=info msg="Query Service initialization"
grafana  | logger=live.push_http t=2025-04-11T12:35:51.320106671Z level=info msg="Live Push Gateway initialization"
grafana  | logger=ngalert.notifier.alertmanager org=1 t=2025-04-11T12:35:51.334435963Z level=info msg="Applying new configuration to Alertmanager" configHash=d2c56faca6af2a5772ff4253222f7386
grafana  | logger=ngalert.state.manager t=2025-04-11T12:35:51.351721713Z level=info msg="Running in alternative execution of Error/NoData mode"
grafana  | logger=cloudmigration.service t=2025-04-11T12:35:51.377235796Z level=info msg="using gcom client for auth"
grafana  | logger=infra.usagestats.collector t=2025-04-11T12:35:51.377975546Z level=info msg="registering usage stat providers" usageStatsProvidersLen=2
grafana  | logger=provisioning.datasources t=2025-04-11T12:35:51.384011129Z level=info msg="inserting datasource from configuration" name=Prometheus uid=webstore-metrics
grafana  | logger=provisioning.datasources t=2025-04-11T12:35:51.393867504Z level=info msg="inserting datasource from configuration" name=Jaeger uid=webstore-traces
grafana  | logger=provisioning.datasources t=2025-04-11T12:35:51.400488046Z level=info msg="inserting datasource from configuration" name=OpenSearch uid=webstore-logs
grafana  | logger=provisioning.plugins t=2025-04-11T12:35:51.409494254Z level=error msg="Failed to read plugin provisioning files from directory" path=/etc/grafana/provisioning/plugins error="open /etc/grafana/provisioning/plugins: no such file or directory"
grafana  | logger=provisioning.alerting t=2025-04-11T12:35:51.409615338Z level=error msg="can't read alerting provisioning files from directory" path=/etc/grafana/provisioning/alerting error="open /etc/grafana/provisioning/alerting: no such file or directory"
grafana  | logger=provisioning.alerting t=2025-04-11T12:35:51.409674421Z level=info msg="starting to provision alerting"
grafana  | logger=provisioning.alerting t=2025-04-11T12:35:51.409714546Z level=info msg="finished to provision alerting"
grafana  | logger=ngalert.multiorg.alertmanager t=2025-04-11T12:35:51.411410879Z level=info msg="Starting MultiOrg Alertmanager"
grafana  | logger=ngalert.state.manager t=2025-04-11T12:35:51.411344504Z level=info msg="Warming state cache for startup"
grafana  | logger=ngalert.state.manager t=2025-04-11T12:35:51.413327046Z level=info msg="State cache has been initialized" states=0 duration=1.982ms
grafana  | logger=ngalert.scheduler t=2025-04-11T12:35:51.414517629Z level=info msg="Starting scheduler" tickInterval=10s maxAttempts=3
grafana  | logger=ticker t=2025-04-11T12:35:51.415171254Z level=info msg=starting first_tick=2025-04-11T12:36:00Z
grafana  | logger=plugin.backgroundinstaller t=2025-04-11T12:35:51.418381296Z level=info msg="Installing plugin" pluginId=grafana-lokiexplore-app version=
grafana  | logger=grafanaStorageLogger t=2025-04-11T12:35:51.419732421Z level=info msg="Storage starting"
grafana  | logger=http.server t=2025-04-11T12:35:51.436641588Z level=info msg="HTTP Server Listen" address=[::]:3000 protocol=http subUrl=/grafana socket=
grafana  | logger=provisioning.dashboard t=2025-04-11T12:35:51.457152546Z level=info msg="starting to provision dashboards"
grafana  | logger=folder-service t=2025-04-11T12:35:51.461734879Z level=warn msg="User does not belong to a user or service account namespace, using 0 as user ID" id=:0
grafana  | logger=folder-service t=2025-04-11T12:35:51.463153254Z level=warn msg="User does not belong to a user or service account namespace, using 0 as user ID" id=:0
grafana  | logger=provisioning.dashboard t=2025-04-11T12:35:51.566536254Z level=info msg="finished to provision dashboards"
grafana  | logger=grafana.update.checker t=2025-04-11T12:35:51.596851588Z level=info msg="Update check succeeded" duration=180.82775ms
grafana  | logger=plugins.update.checker t=2025-04-11T12:35:51.598089713Z level=info msg="Update check succeeded" duration=186.17725ms
grafana  | logger=plugin.angulardetectorsprovider.dynamic t=2025-04-11T12:35:51.602403046Z level=info msg="Patterns update finished" duration=111.559209ms
grafana  | logger=grafana-apiserver t=2025-04-11T12:35:51.645299129Z level=info msg="Adding GroupVersion playlist.grafana.app v0alpha1 to ResourceManager"
grafana  | logger=resource-server t=2025-04-11T12:35:51.646161963Z level=warn msg="failed to register storage metrics" error="duplicate metrics collector registration attempted"
grafana  | logger=resource-server t=2025-04-11T12:35:51.647185754Z level=warn msg="failed to register storage metrics" error="duplicate metrics collector registration attempted"
grafana  | logger=resource-server t=2025-04-11T12:35:51.647298004Z level=warn msg="failed to register storage metrics" error="duplicate metrics collector registration attempted"
grafana  | logger=grafana-apiserver t=2025-04-11T12:35:51.650863088Z level=info msg="Adding GroupVersion dashboard.grafana.app v0alpha1 to ResourceManager"
grafana  | logger=grafana-apiserver t=2025-04-11T12:35:51.652007546Z level=info msg="Adding GroupVersion dashboard.grafana.app v1alpha1 to ResourceManager"
grafana  | logger=grafana-apiserver t=2025-04-11T12:35:51.653618379Z level=info msg="Adding GroupVersion dashboard.grafana.app v2alpha1 to ResourceManager"
grafana  | logger=grafana-apiserver t=2025-04-11T12:35:51.654384921Z level=info msg="Adding GroupVersion featuretoggle.grafana.app v0alpha1 to ResourceManager"
grafana  | logger=grafana-apiserver t=2025-04-11T12:35:51.656166213Z level=info msg="Adding GroupVersion iam.grafana.app v0alpha1 to ResourceManager"
grafana  | logger=grafana-apiserver t=2025-04-11T12:35:51.657873879Z level=info msg="Adding GroupVersion notifications.alerting.grafana.app v0alpha1 to ResourceManager"
grafana  | logger=grafana-apiserver t=2025-04-11T12:35:51.658847088Z level=info msg="Adding GroupVersion userstorage.grafana.app v0alpha1 to ResourceManager"
grafana  | logger=app-registry t=2025-04-11T12:35:51.692909379Z level=info msg="app registry initialized"
